accountlogontype,accountrunlevel,certificateissuer,certificatesubject,comment,creator,description,execarguments,execprogrampath,hostname,name,signatureexists,signatureverified,virtualpath
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Verification PCA,Microsoft Windows,Converts the software restriction policies policy from XML into binary format.,Microsoft Corporation,The file is signed and the signature was verified.,,%windir%\system32\appidpolicyconverter.exe,EC0004NDO,PolicyConverter,true,true,\Microsoft\Windows\AppID\PolicyConverter
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,Updates the AD RMS rights policy templates for the user. This job provides a credential prompt if authentication to the template distribution web service on the server fails.,Microsoft Corporation,,,,EC0004NDO,AD RMS Rights Policy Template Management (Manual),,,\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Manual)
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Verification PCA,Microsoft Windows,This task defragments the computers hard disk drives.,Microsoft Corporation,The file is signed and the signature was verified.,-c,%windir%\system32\defrag.exe,EC0004NDO,ScheduledDefrag,true,true,\Microsoft\Windows\Defrag\ScheduledDefrag
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,Certificate Services Client automatically manages digital identities such as Certificates  Keys and Credentials for the users and the machine  enabling enrollment  roaming and other services.,Microsoft Corporation,,,,EC0004NDO,SystemTask,,,\Microsoft\Windows\CertificateServicesClient\SystemTask
TASK_LOGON_GROUP,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Verification PCA,Microsoft Windows,Network information collector,Microsoft,The file is signed and the signature was verified.,,%windir%\system32\gatherNetworkInfo.vbs,EC0004NDO,GatherNetworkInfo,true,true,\Microsoft\Windows\NetTrace\GatherNetworkInfo
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Verification PCA,Microsoft Windows,This task adjusts the start type for firewall-triggered services when the start type of the Base Filtering Engine (BFE) is disabled.,Microsoft Corporation,The file is signed and the signature was verified.,bfe.dll BfeOnServiceStartTypeChange,%windir%\system32\rundll32.exe,EC0004NDO,BfeOnServiceStartTypeChange,true,true,\Microsoft\Windows\Windows Filtering Platform\BfeOnServiceStartTypeChange
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Verification PCA,Microsoft Windows,This task is part of the Windows Server Customer Experience Improvement Program.  Please do not manually delete this task.  Please see http://go.microsoft.com/fwlink/?linkid=52095 for more information.,Microsoft Corporation,The file is signed and the signature was verified.,"/delete /tn ""Microsoft\Windows\Customer Experience Improvement Program\Server\ServerRoleCollector-RunOnce"" /f",%windir%\system32\schtasks.exe,EC0004NDO,ServerRoleCollector-RunOnce,true,true,\Microsoft\Windows\Customer Experience Improvement Program\Server\ServerRoleCollector-RunOnce
TASK_LOGON_GROUP,TASK_RUNLEVEL_HIGHEST,,,The Windows Diagnostic Infrastructure Resolution host enables interactive resolutions for system problems detected by the Diagnostic Policy Service. It is triggered when necessary by the Diagnostic Policy Service in the appropriate user session. If the Diagnostic Policy Service is not running  the task will not run,Microsoft Corporation,,,,EC0004NDO,ResolutionHost,,,\Microsoft\Windows\WDI\ResolutionHost
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,Certificate Services Client automatically manages digital identities such as Certificates  Keys and Credentials for the users and the machine  enabling enrollment  roaming and other services.,Microsoft Corporation,,,,EC0004NDO,UserTask,,,\Microsoft\Windows\CertificateServicesClient\UserTask
TASK_LOGON_GROUP,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Verification PCA,Microsoft Windows,This event is triggered when an IP address conflict is detected.,Microsoft Corporation,The file is signed and the signature was verified.,ndfapi.dll NdfRunDllDuplicateIPDefendingSystem,%windir%\system32\rundll32.exe,EC0004NDO,IpAddressConflict2,true,true,\Microsoft\Windows\Tcpip\IpAddressConflict2
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,This task synchronizes cryptographic policy.,Microsoft Corporation,,,,EE0008QXW,CryptoPolicyTask,,,\Microsoft\Windows\CertificateServicesClient\CryptoPolicyTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Production PCA 2011,Microsoft Windows,Storage Spaces Settings,Microsoft Corporation,The file is signed and the signature was verified.,,%windir%\system32\SpaceAgent.exe,EE0008QXW,SpaceAgentTask,true,true,\Microsoft\Windows\SpacePort\SpaceAgentTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,,,This task performs time synchronization.,Microsoft Corporation,,,,EE0008QXW,ForceSynchronizeTime,,,\Microsoft\Windows\Time Synchronization\ForceSynchronizeTime
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,This task triggers a system reboot following update installation.,Microsoft Corporation,The file is signed and the signature was verified.,,%systemroot%\system32\MusNotification.exe,EE0008QXW,Reboot,true,true,\Microsoft\Windows\UpdateOrchestrator\Reboot
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,This task pre-generates TPM based Attestation Identity Key (AIK) and Storage Key (SK).,Microsoft Corporation,,,,EE0008QXW,KeyPreGenTask,,,\Microsoft\Windows\CertificateServicesClient\KeyPreGenTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,The USB CEIP (Customer Experience Improvement Program) task collects Universal Serial Bus related statistics and information about your machine and sends it to the Windows Device Connectivity engineering group at Microsoft.  The information received is used to help improve the reliability  stability  and overall functionality of USB in Windows.  If the user has not consented to participate in Windows CEIP  this task does not do anything.,Microsoft Corporation,,,,EE0008QXW,UsbCeip,,,\Microsoft\Windows\Customer Experience Improvement Program\UsbCeip
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,,,,,,EE0008QXW,BackupTask,,,\Microsoft\Windows\SettingSync\BackupTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,This task downloads settings for Windows Updates.,Microsoft Corporation,The file is signed and the signature was verified.,RefreshSettings,%systemroot%\system32\usoclient.exe,EE0008QXW,Refresh Settings,true,true,\Microsoft\Windows\UpdateOrchestrator\Refresh Settings
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,Automatically updates the user's Windows store applications.,Microsoft Corporation,,,,EE0008QXW,Automatic App Update,,,\Microsoft\Windows\WindowsUpdate\Automatic App Update
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,This task restarts the Software Protection Platform service when user logon occurs,Microsoft Corporation,,,,EE0008QXW,SvcRestartTaskLogon,,,\Microsoft\Windows\SoftwareProtectionPlatform\SvcRestartTaskLogon
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,$(@%SystemRoot%\system32\ErrorDetailsUpdate.dll -601),$(@%systemroot%\system32\ErrorDetailsUpdate.dll -600),,,,EE0008QXW,ErrorDetailsUpdate,,,\Microsoft\Windows\ErrorDetails\ErrorDetailsUpdate
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Production PCA 2011,Microsoft Windows,Updates timezone information. If this task is stopped  local time may not be accurate for some time zones.,Microsoft Corporation,The file is signed and the signature was verified.,,%windir%\system32\tzsync.exe,EE0008QXW,SynchronizeTimeZone,true,true,\Microsoft\Windows\Time Zone\SynchronizeTimeZone
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,Runs a task as the interactive user.,Microsoft Corporation,,,,EE0008QXW,Interactive,,,\Microsoft\Windows\Task Manager\Interactive
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,TextServicesFramework monitor task,,,,,EE0008QXW,MsCtfMonitor,,,\Microsoft\Windows\TextServicesFramework\MsCtfMonitor
TASK_LOGON_GROUP,TASK_RUNLEVEL_HIGHEST,,,Exchanges temporary preinstalled licenses for Windows Store licenses.,Microsoft Corporation,,,,EE0008QXW,TempSignedLicenseExchange,,,\Microsoft\Windows\License Manager\TempSignedLicenseExchange
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,,,The file is signed and the signature was verified.,StartInstall,%systemroot%\system32\usoclient.exe,EE0008QXW,Policy Install,true,true,\Microsoft\Windows\UpdateOrchestrator\Policy Install
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,Cleans up each package's unused temporary files.,Microsoft Corporation,The file is signed and the signature was verified.,Windows.Storage.ApplicationData.dll CleanupTemporaryState,%windir%\system32\rundll32.exe,EE0008QXW,CleanupTemporaryState,true,true,\Microsoft\Windows\ApplicationData\CleanupTemporaryState
TASK_LOGON_GROUP,TASK_RUNLEVEL_HIGHEST,,,The Windows Scheduled Maintenance Task performs periodic maintenance of the computer system by fixing problems automatically or reporting them through Security and Maintenance.,Microsoft Corporation,,,,EE0008QXW,Scheduled,,,\Microsoft\Windows\Diagnosis\Scheduled
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,,,,,,EE0008QXW,.NET Framework NGEN v4.0.30319 Critical,,,\Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319 Critical
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,This task manages SDN diagnostics logs.,Microsoft Corporation,,,,EE0008QXW,SDN Diagnostics Task,,,\Microsoft\Windows\Network Controller\SDN Diagnostics Task
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,,,Device Installation Group Policy Change Handler,Microsoft Corporation,,,,EE0008QXW,Device Install Group Policy,,,\Microsoft\Windows\Plug and Play\Device Install Group Policy
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,Converts the software restriction policies policy from XML into binary format.,Microsoft Corporation,The file is signed and the signature was verified.,,%windir%\system32\appidpolicyconverter.exe,EE0008QXW,PolicyConverter,true,true,\Microsoft\Windows\AppID\PolicyConverter
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,Verifies AppUriHandler host registrations.,Microsoft Corporation,The file is signed and the signature was verified.,,%windir%\system32\AppHostRegistrationVerifier.exe,EE0008QXW,appuriverifierinstall,true,true,\Microsoft\Windows\ApplicationData\appuriverifierinstall
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,This task enrolls a certificate for Attestation Identity Key.,Microsoft Corporation,,,,EE0008QXW,AikCertEnrollTask,,,\Microsoft\Windows\CertificateServicesClient\AikCertEnrollTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,The Kernel CEIP (Customer Experience Improvement Program) task collects additional information about the system and sends this data to Microsoft.  If the user has not consented to participate in Windows CEIP  this task does nothing.,Microsoft Corporation,,,,EE0008QXW,KernelCeipTask,,,\Microsoft\Windows\Customer Experience Improvement Program\KernelCeipTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,The Windows Disk Diagnostic reports general disk and system information to Microsoft for users participating in the Customer Experience Program.,Microsoft Corporation,The file is signed and the signature was verified.,dfdts.dll DfdGetDefaultPolicyAndSMART,%windir%\system32\rundll32.exe,EE0008QXW,Microsoft-Windows-DiskDiagnosticDataCollector,true,true,\Microsoft\Windows\DiskDiagnostic\Microsoft-Windows-DiskDiagnosticDataCollector
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,This task applies color calibration settings.,Microsoft Corporation,,,,EE0008QXW,Calibration Loader,,,\Microsoft\Windows\WindowsColorSystem\Calibration Loader
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,Provides support for shell components that access system data,Microsoft Corporation,,,,EE0008QXW,CreateObjectTask,,,\Microsoft\Windows\Shell\CreateObjectTask
TASK_LOGON_GROUP,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Production PCA 2011,Microsoft Windows,Maintenance task used by the system to launch a silent auto disk cleanup when running low on free disk space.,Microsoft Corporation,The file is signed and the signature was verified.,/autoclean /d %systemdrive%,%windir%\system32\cleanmgr.exe,EE0008QXW,SilentCleanup,true,true,\Microsoft\Windows\DiskCleanup\SilentCleanup
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,Location Notification,,The file is signed and the signature was verified.,,%windir%\System32\WindowsActionDialog.exe,EE0008QXW,WindowsActionDialog,true,true,\Microsoft\Windows\Location\WindowsActionDialog
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Production PCA 2011,Microsoft Windows,Optimizes the placement of data in storage tiers on all tiered storage spaces in the system.,Microsoft Corporation,The file is signed and the signature was verified.,-c -h -g -# -m 8 -i 13500,%windir%\system32\defrag.exe,EE0008QXW,Storage Tiers Optimization,true,true,\Microsoft\Windows\Storage Tiers Management\Storage Tiers Optimization
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,This task supports the Trusted Platform Module (TPM) by performing background actions on behalf of the OS.,Microsoft Corporation,,,,EE0008QXW,Tpm-Maintenance,,,\Microsoft\Windows\TPM\Tpm-Maintenance
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,$(@%SystemRoot%\system32\invagent.dll -702),$(@%SystemRoot%\system32\invagent.dll -701),The file is signed and the signature was verified.,-maintenance,%windir%\system32\compattelrunner.exe,EE0008QXW,ProgramDataUpdater,true,true,\Microsoft\Windows\Application Experience\ProgramDataUpdater
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Production PCA 2011,Microsoft Windows,Periodic maintenance task.,,The file is signed and the signature was verified.,-IdleTask -TaskName WdCacheMaintenance,%ProgramFiles%\Windows Defender\MpCmdRun.exe,EE0008QXW,Windows Defender Cache Maintenance,true,true,\Microsoft\Windows\Windows Defender\Windows Defender Cache Maintenance
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,This task performs steps necessary to configure Enterprise Data Protection.,Microsoft Corporation,,,,EE0008QXW,EDP Policy Manager,,,\Microsoft\Windows\AppID\EDP Policy Manager
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,,,,,,EE0008QXW,.NET Framework NGEN v4.0.30319 64 Critical,,,\Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319 64 Critical
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Production PCA 2011,Microsoft Windows,Periodic scan task.,,The file is signed and the signature was verified.,Scan -ScheduleJob,%ProgramFiles%\Windows Defender\MpCmdRun.exe,EE0008QXW,Windows Defender Scheduled Scan,true,true,\Microsoft\Windows\Windows Defender\Windows Defender Scheduled Scan
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,Inspects the AppID certificate cache for invalid or revoked certificates.,Microsoft Corporation,The file is signed and the signature was verified.,,%windir%\system32\appidcertstorecheck.exe,EE0008QXW,VerifiedPublisherCertStoreCheck,true,true,\Microsoft\Windows\AppID\VerifiedPublisherCertStoreCheck
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,This task updates the Secure Boot variables.,Microsoft Corporation,,,,EE0008QXW,Secure-Boot-Update,,,\Microsoft\Windows\PI\Secure-Boot-Update
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,This task requests a Health Attestation Certificate.,Microsoft Corporation,,,,EE0008QXW,Tpm-HASCertRetr,,,\Microsoft\Windows\TPM\Tpm-HASCertRetr
TASK_LOGON_GROUP,TASK_RUNLEVEL_HIGHEST,,,Validates the Windows Recovery Environment.,Microsoft Corporation,,,,EE0008QXW,VerifyWinRE,,,\Microsoft\Windows\RecoveryEnvironment\VerifyWinRE
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,,,,,,EE0008QXW,EDP Auth Task,,,\Microsoft\Windows\EDP\EDP Auth Task
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,,,The file is signed and the signature was verified.,/d /c %systemroot%\system32\silcollector.cmd publish,%systemroot%\system32\cmd.exe,EE0008QXW,Collection,true,true,\Microsoft\Windows\Software Inventory Logging\Collection
TASK_LOGON_GROUP,TASK_RUNLEVEL_HIGHEST,,,The Windows Diagnostic Infrastructure Resolution host enables interactive resolutions for system problems detected by the Diagnostic Policy Service. It is triggered when necessary by the Diagnostic Policy Service in the appropriate user session. If the Diagnostic Policy Service is not running  the task will not run,Microsoft Corporation,,,,EE0008QXW,ResolutionHost,,,\Microsoft\Windows\WDI\ResolutionHost
